url,label
https://www.h5.fr,0
https://www.n9ws.com,0
https://www.i4.cn,0
https://www.bl.uk,0
https://www.q2.com,0
https://www.be.com,0
https://www.vi.ai,0
https://www.ge.ch,0
https://www.l3d.nl,0
https://www.les.com,0
https://www.spw.de,0
https://www.ly.com,0
https://www.ma.org,0
https://www.k3s.io,0
https://www.su.se,0
https://www.cb9m.org,0
https://www.fzi.de,0
https://www.l4ka.org,0
https://www.gov.am,0
https://www.ka.org,0
https://www.rt.com,0
https://www.ir.com,0
https://www.ge.no,0
https://www.ea.com,0
https://www.k5.de,0
https://www.o16i.com,0
https://www.gov.uk,0
https://www.pltw.org,0
https://www.pxg.com,0
https://www.chp.ca,0
https://www.cll.com,0
https://www.tr1.de,0
https://www.fb.org,0
https://www.bly.com,0
https://www.iww.de,0
https://www.pij.org,0
https://www.sfn.org,0
https://www.latw.org,0
https://www.cih.ru,0
https://www.ha.ax,0
https://www.gov.im,0
https://www.l3p.nl,0
https://www.nw.de,0
https://www.cev.es,0
https://www.wes.org,0
https://www.bi.edu,0
https://www.ct4n.co.uk,0
https://www.stz.sk,0
https://www.ti.com,0
https://www.prca.org,0
https://www.nes.com,0
https://www.suhw.de,0
https://www.nlg.org,0
https://www.chz.sk,0
https://www.crj.org,0
https://www.c64os.com,0
https://www.brp.com,0
https://www.bb.is,0
https://www.d94.org,0
https://www.dzwww.com,0
https://www.spg.pt,0
https://www.i4cp.com,0
https://www.siq.se,0
https://www.was.org,0
https://www.ph.net,0
https://www.ar.ch,0
https://www.esv.org,0
https://www.crrh.org,0
https://www.viy.ua,0
https://www.plt.org,0
https://www.prwa.com,0
https://www.brm.com,0
https://www.der.org,0
https://www.the42.ie,0
https://www.sn.dk,0
https://www.mux.de,0
https://www.grc.org,0
https://www.p3m.jp,0
https://www.glfw.org,0
https://www.pw.org,0
https://www.aivc.org,0
https://www.fr.de,0
https://www.lch.com,0
https://www.w5go.com,0
https://www.cuv.io,0
https://www.smvs.org,0
https://www.tes.org,0
https://www.scns.com,0
https://www.crwa.org,0
https://www.ex-t.com,0
https://www.tu.no,0
https://www.pery.com,0
https://www.trmk.org,0
https://www.ber.org,0
https://www.lo.se,0
https://www.sbe.com,0
https://www.nlh.org,0
https://www.dn.se,0
https://www.tchh.org,0
https://www.hey.com,0
https://www.bqf.org.uk,0
https://www.car.org,0
https://www.acvs.org,0
https://www.ebn.nl,0
https://www.k4art.com,0
https://www.ch7.com,0
https://www.hiw.org.uk,0
https://www.wfn.org,0
https://www.puq.ca,0
https://www.ifg.org,0
https://www.gej.ng,0
https://www.emwd.org,0
https://www.twst.com,0
https://www.fi.edu,0
https://www.ily.co,0
https://www.nofo.com,0
https://www.fr.im,0
https://www.shfb.org,0
https://www.itkf.org,0
https://www.p4sb.eu,0
https://www.h-its.org,0
https://www.lea.org,0
https://www.gov.gs,0
https://www.1e2.it,0
https://www.wa.de,0
https://www.ses.com,0
https://www.cabq.gov,0
https://www.hyle.org,0
https://www.mr.be,0
https://www.rm.com,0
https://www.blt.ch,0
https://www.rpry.org,0
https://www.invw.org,0
https://www.m80games.com,0
https://www.pgxn.org,0
https://www.pi2e.ch,0
https://www.dv.is,0
https://www.ga.com,0
https://www.okfn.org,0
https://www.cin.org,0
https://www.ttb.org,0
https://www.is2.de,0
https://www.ny.com,0
https://www.ca.gov,0
https://www.juwas.com,0
https://www.dm.de,0
https://www.t2sde.org,0
https://www.kalw.org,0
https://www.mas.org,0
https://www.cde.com,0
https://www.pods.com,0
https://www.prb.org,0
https://www.thnk.org,0
https://www.ivw.de,0
https://www.hkn.de,0
https://www.duh.de,0
https://www.skny.com,0
https://www.tiz.fr,0
https://www.wes.org.uk,0
https://www.fuf.de,0
https://www.prca.org.uk,0
https://www.ssh.com,0
https://www.thg.com,0
https://www.prhi.org,0
https://www.go4b.com,0
https://www.e-n.org.uk,0
https://www.du9.org,0
https://www.whtt.com,0
https://www.hon.org,0
https://www.har.com,0
https://www.cgw.com,0
https://www.ja.se,0
https://www.epd.de,0
https://www.jsw.in,0
https://www.bj.org,0
https://www.gov.ls,0
https://www.es.net,0
https://www.prhbds.org,0
https://www.ep-ts.com,0
https://www.cosv.org,0
https://www.awge.com,0
https://www.fr12.nl,0
https://www.y8.com,0
https://www.rzss.org.uk,0
https://www.pria.org,0
https://www.cht.com,0
https://www.d49.org,0
https://www.oru.se,0
https://www.modgy.com,0
https://www.jm.com,0
https://www.pexip.com,0
https://www.lab1.no,0
https://www.lhry.org,0
https://www.ion.org,0
https://www.we7.com,0
https://www.hta.co.uk,0
https://www.ccrh.org,0
https://www.hfe.co.uk,0
https://www.ipg.mu,0
https://www.ifge.org,0
https://www.chf.de,0
https://www.beiww.com,0
https://www.knvc.org,0
https://www.shn.ch,0
https://www.wms.org,0
https://www.rwa.org,0
https://www.roca.org,0
https://www.carh.org,0
https://www.gov.ro,0
https://www.leyf.org.uk,0
https://www.col.org,0
https://www.crn.com,0
https://www.gov.bb,0
https://www.ros.org,0
https://www.ftd.de,0
https://www.hgvs.org,0
https://www.lip6.fr,0
https://www.psms.org,0
https://www.hn.se,0
https://www.uww.edu,0
https://www.litx.dk,0
https://www.gov2u.org,0
https://www.hra.org,0
https://www.ma.org.au,0
https://www.cnd.com,0
https://www.wlw.de,0
https://www.saz.sh,0
https://www.ja.cat,0
https://www.gog.com,0
https://www.he.net,0
https://www.rsb.ru,0
https://www.tel.com,0
https://www.thedve.com,0
https://www.d47.org,0
https://www.ast.org,0
https://www.bi.no,0
https://www.cz.nl,0
https://www.ffue.org,0
https://www.crf.org,0
https://www.epner.com,0
https://www.ite.org,0
https://www.me2on.com,0
https://www.mns.com,0
https://www.dwh.co.uk,0
https://www.ndgw.org,0
https://www.ic.org,0
https://www.rrw.org.uk,0
https://www.mtu.de,0
https://www.aavws.com,0
https://www.hkjr.org,0
https://www.dar.com,0
https://www.fapws.org,0
https://www.huk.de,0
https://www.apwu.org,0
https://www.edpa.com,0
https://www.ruud.com,0
https://www.eaie.org,0
https://www.van.org,0
https://www.ifma.org,0
https://www.mol.org,0
https://www.la84.org,0
https://www.ipy.org,0
https://www.aee.org,0
https://www.iz.sk,0
https://www.fip.org,0
https://www.spd.org,0
https://www.psv.nl,0
https://www.fur.ca,0
https://www.ix.br,0
https://www.iire.org,0
https://www.cld.bz,0
https://www.pznow.co.uk,0
https://www.swtor.com,0
https://www.wtw.no,0
https://www.sun.org,0
https://www.cbws.org,0
https://www.gd.se,0
https://www.bgca.org,0
https://www.hd.se,0
https://www.wwt.org.uk,0
https://www.thsf.net,0
https://www.v7pc.org,0
https://www.weo.fr,0
https://www.rc.fm,0
https://www.pas.org,0
https://www.edh.tw,0
https://www.phl.org,0
https://www.arcwh.org,0
https://www.blmj.org,0
https://www.flpl.org,0
https://www.doz.pl,0
https://www.kym.org,0
