url,phish_score,pred_label
http://www.teramill.com,0.9953178635586829,1
http://www.f0519141.xsph.ru,0.9993448367332598,1
http://www.shprakserf.gq,0.9989566254663732,1
https://service-mitld.firebaseapp.com/,0.9998536444940869,1
http://www.kuradox92.lima-city.de,0.9951921475638752,1
https://liuy-9a930.web.app/,0.9972700333113743,1
https://ipfs.io/ipfs/qmrvvyr84esa2assw9vvwupqjgsdn4c3dwkusfdwzdz3kn?clientid=noc@protocol.ai,0.9960229666283424,1
http://att-103731-107123.weeblysite.com/,0.999999417934174,1
https://hidok4f8zl.firebaseapp.com/,0.9997786410778018,1
http://www.ooguy.com,0.9987069858791009,1
http://www.fairytalesinc.com,0.9910132015680012,1
http://www.iuhjn.pplink.club,0.9995223667467911,1
https://mechinchem-5cb8a.web.app/,0.9936172798017785,1
https://fb-restriction-case-97be5.web.app/,0.9927238250157333,1
https://pontosapontamentolu.com/gclid/=/c/?gclid=ishecabh95cvbhb1eiwagy6m4vn7url3tlj5m_nu__lcyj4n06pqquydbh-56148buwwbmv7k1qejboci-isjw5_kiq,0.993635431696717,1
http://www.komaru.today,0.9988261466197323,1
https://dev-634536.pantheonsite.io/,0.9941520447360347,1
https://sabadonoappmagazine.com/,0.9876899540867401,1
http://www.nextraload.com,0.9987041351861284,1
https://topaka.cloud/ob52gtplj/18snwp,0.987981543060918,1
https://metafb-tvz6efk.web.app/,0.9974939741816298,1
http://www.hesselawchambers.com,0.982596117332508,1
http://www.httpzen.fairhash.org,0.9936766687105103,1
http://www.cjplogger.com,0.9969120246063802,1
http://www.erlegen.de,0.9944002796511021,1
http://www.f0535398.xsph.ru,0.9992605927688695,1
https://ggsexpole.web.app/,0.9960257336237979,1
https://s3.amazonaws.com/appforest_uf/f1678949673383x832048620362898600/index%20%284%29.html,0.9994519498730389,1
https://ormvoixregl1.firebaseapp.com/,0.9994744237389485,1
http://nmve.xyz/,0.9999999569742518,1
http://www.maytheday.oss-ap-southeast-2.aliyuncs.com,0.990480556581697,1
https://att-104164.weeblysite.com/,0.9998699798084705,1
http://tkmowpikuk.owl4fsrch.club/vnafvra97w/?q=3717065149&id=100,0.9996631416703551,1
https://a04854e8-0cca-4b74-80e6-aacb14a4a5f7.id.repl.co,0.995397193291425,1
https://auth-document-shared.datingg-voice.workers.dev/,0.9962353181134611,1
https://mail-service-100960.weeblysite.com/,0.9998527073821429,1
http://www.a0646498.xsph.ru,0.9992851699380083,1
https://helpadcase1002405739503874569.web.app/,0.9955390749593385,1
https://noxioussweetconnections.carisss.repl.co/,0.9839181665924921,1
http://www.jerode.ga,0.9989639441362554,1
https://yrislfnb.qpoe.com/,0.9924926762245402,1
https://soah-b6mz-v.firebaseapp.com/,0.9998799708807913,1
https://www.dlrect-smtb.jp.ap1.ib.commetryx.com/ibg/client/index_sp.php,0.9993114080354312,1
http://www.b7a3a060b75c7dcba9c1078d4ead51f0dc.ws,0.9977058820719933,1
http://198.98.58.123/,0.9999852232385643,1
https://ipfs.io/ipfs/bafybeidmmks6ka5vki6djnohox7mminfrzcjkw2mowpft7xtu2sjyxzi64/ufx!xch@,0.9967327800536213,1
http://www.aresync.com,0.9982886151620481,1
http://www.jab.oss-ap-southeast-1.aliyuncs.com,0.9956168899827675,1
http://www.constructiongst.com,0.9940059269437534,1
http://www.westleyr.cf,0.9981474536873572,1
https://syk1pe9wox.firebaseapp.com/,0.999857620386645,1
http://glaze-maple-pantry.glitch.me/link.html,0.9999766202018391,1
https://host-authoritsaativeax.mefound.com/,0.9921200891498282,1
http://www.securitycamera-at-2022.life,0.9977617634786754,1
http://www.l3a40b16a45b1120615b5d1cc655d7da4a.ws,0.997480798772936,1
http://www.pwuxmeudaj.cf,0.9985927492091221,1
http://forcedie17.temp.swtest.ru/postounatou/postounatou/post/login/login.php,0.9998433623971897,1
http://www.sebastians.cf,0.9982591927587693,1
https://acesseonline-fevereiro.net/luiza/?userid=&uri=atzkkwfy5s23fyuju9p+tmvfudyjnultmi2mrlcv9tg=,0.9870423589507309,1
http://otwtmbrotq.duckdns.org,0.9999907641838033,1
https://att-104569.weeblysite.com/,0.9998393644879733,1
https://perte-dimension.web.app/,0.9910126508100555,1
http://www.gmarket.system-ns.org,0.9954586490411342,1
https://btopenworldwebmailing.square.site/,0.990426338677744,1
https://visualize-detalhes-online.com/luiza/?userid=13&amp;uri=xudbvbjytdk,0.9951769315668226,1
http://www.fgurb.cannca.shop,0.999252225473082,1
http://www.bsd.fbcode.co,0.9990335774068702,1
http://www.stmfl.com,0.999293470672607,1
http://www.walemi.com,0.9985999698637804,1
